ID,Time_Abs,Time_Rel,X,Y,P_Raw,Thickness,Bloc,Trial_in_Bloc,R,W
VIRTUAL_EXP_01,1600000000.0,0.0,398.5002391172026,445.4753991470175,3174.3262096401777,4,VP,1,250,100
VIRTUAL_EXP_01,1600000000.0083473,0.008938234793088804,400.52898861735076,452.020873652165,2968.5166939659234,4,VP,1,250,100
VIRTUAL_EXP_01,1600000000.0166943,0.01787646958617761,408.3326050102815,449.828629190985,3097.9957478937818,4,VP,1,250,100
VIRTUAL_EXP_01,1600000000.0250418,0.026814704379266408,414.28708221349024,450.12959577065936,2992.05688624014,4,VP,1,250,100
VIRTUAL_EXP_01,1600000000.033389,0.03575293917235532,416.71603522431906,453.2686810612036,3083.243637741713,4,VP,1,250,100
VIRTUAL_EXP_01,1600000000.041736,0.04469117396544412,421.07386828629024,447.23766149972465,2780.583725530193,4,VP,1,250,100
VIRTUAL_EXP_01,1600000000.0500834,0.05362940875853293,421.30877759336187,447.031688762485,3090.058687940031,4,VP,1,250,100
VIRTUAL_EXP_01,1600000000.058431,0.06256764355162173,426.65225462889765,446.7772937139428,2857.850701933535,4,VP,1,250,100
VIRTUAL_EXP_01,1600000000.066778,0.07150587834471064,430.2852121966394,446.9387286070476,2955.6265544293915,4,VP,1,250,100
VIRTUAL_EXP_01,1600000000.0751252,0.08044411313779945,438.7190003971378,442.32247421397363,2985.417366305688,4,VP,1,250,100
VIRTUAL_EXP_01,1600000000.0834725,0.08938234793088824,438.069215990507,445.9026053504207,3197.2759720809518,4,VP,1,250,100
VIRTUAL_EXP_01,1600000000.0918198,0.09832058272397705,442.62772731233395,438.7982206422414,3001.6908808113026,4,VP,1,250,100
VIRTUAL_EXP_01,1600000000.100167,0.10725881751706585,452.343455691632,441.9228431524045,3119.1285312593936,4,VP,1,250,100
VIRTUAL_EXP_01,1600000000.1085143,0.11619705231015476,447.9431870154778,445.51149229867656,3073.578532448739,4,VP,1,250,100
VIRTUAL_EXP_01,1600000000.116861,0.12513528710324356,452.9877426367632,437.4279117619118,2702.036146543138,4,VP,1,250,100
VIRTUAL_EXP_01,1600000000.1252086,0.13407352189633237,459.59430866007415,439.45930729293383,3181.9090899643247,4,VP,1,250,100
VIRTUAL_EXP_01,1600000000.133556,0.1430117566894213,458.24565671096076,439.4331539859951,2979.3574676824887,4,VP,1,250,100
VIRTUAL_EXP_01,1600000000.1419032,0.1519499914825101,469.0931995354346,435.09545887325356,2867.6667832315534,4,VP,1,250,100
