ID,Time_Abs,Time_Rel,X,Y,P_Raw,Thickness,Bloc,Trial_in_Bloc,R,W
VIRTUAL_NOV_03,1600000000.0,0.0,398.68987071225087,456.4826215469947,3183.4812898193723,4,VP,1,250,100
VIRTUAL_NOV_03,1600000000.0083473,0.0086159018481463,402.63561328141066,454.8128785024603,3103.7042757900813,4,VP,1,250,100
VIRTUAL_NOV_03,1600000000.0166943,0.0172318036962927,406.92324141251083,453.33432503890293,3036.692987438687,4,VP,1,250,100
VIRTUAL_NOV_03,1600000000.0250418,0.0258477055444391,411.6512108714608,452.1111791430478,2990.504899757803,4,VP,1,250,100
VIRTUAL_NOV_03,1600000000.033389,0.0344636073925856,416.5646761781744,450.97118363233204,2967.618432873712,4,VP,1,250,100
VIRTUAL_NOV_03,1600000000.041736,0.0430795092407319,421.2619056291316,449.62297167305206,2965.232434499483,4,VP,1,250,100
VIRTUAL_NOV_03,1600000000.0500834,0.0516954110888783,425.5165166501592,447.98689247504205,2975.4104715386607,4,VP,1,250,100
VIRTUAL_NOV_03,1600000000.058431,0.0603113129370247,429.41634711917493,446.32927077544474,2988.9096230568375,4,VP,1,250,100
VIRTUAL_NOV_03,1600000000.066778,0.0689272147851712,433.20291122401784,445.00788308300866,3000.549231172035,4,VP,1,250,100
VIRTUAL_NOV_03,1600000000.0751252,0.0775431166333176,436.97056904192544,444.1343809892744,3009.4820620523983,4,VP,1,250,100
VIRTUAL_NOV_03,1600000000.0834725,0.0861590184814639,440.57571004511084,443.5343579158054,3015.53413072573,4,VP,1,250,100
VIRTUAL_NOV_03,1600000000.0918198,0.0947749203296103,443.92273482195833,442.93199765394274,3018.0939406323387,4,VP,1,250,100
VIRTUAL_NOV_03,1600000000.100167,0.1033908221777567,447.22538568402257,442.1042890756121,3017.783605082281,4,VP,1,250,100
VIRTUAL_NOV_03,1600000000.1085143,0.1120067240259032,450.82459372540353,440.97597727401507,3016.913135954056,4,VP,1,250,100
VIRTUAL_NOV_03,1600000000.116861,0.1206226258740495,454.7924589961962,439.599314657817,3018.041350074408,4,VP,1,250,100
VIRTUAL_NOV_03,1600000000.1252086,0.1292385277221959,458.81952972082314,438.0467416094513,3021.4629100578836,4,VP,1,250,100
VIRTUAL_NOV_03,1600000000.133556,0.1378544295703424,462.48040376192387,436.420079427254,3024.03808037946,4,VP,1,250,100
VIRTUAL_NOV_03,1600000000.1419032,0.1464703314184888,465.59074171063224,434.8550608420991,3021.827319040843,4,VP,1,250,100
VIRTUAL_NOV_03,1600000000.1502504,0.1550862332666352,468.3774687000208,433.3524424130095,3013.513883400534,4,VP,1,250,100
VIRTUAL_NOV_03,1600000000.1585977,0.1637021351147815,471.2650822473081,431.7115565657311,3001.5385389337553,4,VP,1,250,100
VIRTUAL_NOV_03,1600000000.166945,0.172318036962928,474.490171058074,429.7213738882432,2991.2043375028065,4,VP,1,250,100
VIRTUAL_NOV_03,1600000000.1752925,0.1809339388110744,478.04705670143767,427.34404043513695,2987.089207396463,4,VP,1,250,100
VIRTUAL_NOV_03,1600000000.1836393,0.1895498406592208,481.82376790115745,424.72480187161597,2989.0584249789244,4,VP,1,250,100
VIRTUAL_NOV_03,1600000000.1919866,0.1981657425073671,485.6497234833272,422.10493050115565,2992.5261774854434,4,VP,1,250,100
VIRTUAL_NOV_03,1600000000.2003338,0.2067816443555135,489.39494326553483,419.7064885410526,2991.989089142251,4,VP,1,250,100
VIRTUAL_NOV_03,1600000000.208681,0.21539754620366,492.96270152453945,417.6048264030161,2984.693226603075,4,VP,1,250,100
VIRTUAL_NOV_03,1600000000.2170284,0.2240134480518064,496.21707149273675,415.6949511893637,2972.4839080503857,4,VP,1,250,100
VIRTUAL_NOV_03,1600000000.2253757,0.2326293498999528,499.1245538302456,413.7958564555356,2959.8434287219725,4,VP,1,250,100
VIRTUAL_NOV_03,1600000000.233723,0.2412452517480991,501.76553169539767,411.6909646996984,2950.577377531193,4,VP,1,250,100
VIRTUAL_NOV_03,1600000000.2420702,0.2498611535962456,504.15439078441466,409.0984454907633,2947.1021560786376,4,VP,1,250,100
VIRTUAL_NOV_03,1600000000.2504177,0.258477055444392,506.30322976170663,405.79285483558004,2950.718140062497,4,VP,1,250,100
VIRTUAL_NOV_03,1600000000.2587645,0.2670929572925384,508.3746947159481,401.8310344926977,2959.994928388082,4,VP,1,250,100
VIRTUAL_NOV_03,1600000000.2671118,0.2757088591406849,510.57283366165615,397.6591269922873,2970.216180818659,4,VP,1,250,100
VIRTUAL_NOV_03,1600000000.275459,0.2843247609888312,512.9752709453896,393.8942536227502,2977.134921348874,4,VP,1,250,100
VIRTUAL_NOV_03,1600000000.2838063,0.2929406628369776,515.563554546683,390.84310026105567,2980.4804943498757,4,VP,1,250,100
VIRTUAL_NOV_03,1600000000.2921536,0.3015565646851241,518.3276658476825,388.2959802901696,2983.222372495078,4,VP,1,250,100
VIRTUAL_NOV_03,1600000000.3005009,0.3101724665332704,521.2852301649227,385.85158613524527,2988.370824573259,4,VP,1,250,100
VIRTUAL_NOV_03,1600000000.308848,0.3187883683814169,524.4094390461355,383.29675733361836,2995.704712497301,4,VP,1,250,100
VIRTUAL_NOV_03,1600000000.3171954,0.3274042702295632,527.6053072106151,380.6398317059758,3002.530498037525,4,VP,1,250,100
VIRTUAL_NOV_03,1600000000.3255427,0.3360201720777096,530.8356785782566,377.9541009136178,3007.6179197539154,4,VP,1,250,100
VIRTUAL_NOV_03,1600000000.3338895,0.3446360739258561,534.135359688261,375.25952670010656,3010.800194964229,4,VP,1,250,100
VIRTUAL_NOV_03,1600000000.342237,0.3532519757740024,537.327727866458,372.4344751127386,3010.209135831907,4,VP,1,250,100
VIRTUAL_NOV_03,1600000000.3505845,0.3618678776221488,539.8886489084589,369.2457171231002,3003.751259868691,4,VP,1,250,100
VIRTUAL_NOV_03,1600000000.3589315,0.3704837794702953,541.3622671481272,365.5728594659725,2992.1541903343286,4,VP,1,250,100
VIRTUAL_NOV_03,1600000000.3672788,0.3790996813184417,541.8736211822813,361.552248994187,2979.098892538239,4,VP,1,250,100
VIRTUAL_NOV_03,1600000000.375626,0.3877155831665881,542.0401278524216,357.475131917976,2968.9056951739926,4,VP,1,250,100
VIRTUAL_NOV_03,1600000000.3839734,0.3963314850147345,542.4154239208642,353.5811558898629,2964.9487179112894,4,VP,1,250,100
VIRTUAL_NOV_03,1600000000.3923206,0.4049473868628808,543.1647502761233,349.9164790902763,2970.0034422954195,4,VP,1,250,100
VIRTUAL_NOV_03,1600000000.4006677,0.4135632887110272,544.148635674865,346.41372491257005,2985.2120770352,4,VP,1,250,100
