ID,Time_Abs,Time_Rel,X,Y,P_Raw,Thickness,Bloc,Trial_in_Bloc,R,W
VIRTUAL_EXP_03,1600000000.0,0.0,400.31922454754505,449.1941423914827,3172.52103373891,4,VP,1,250,100
VIRTUAL_EXP_03,1600000000.0083473,0.0088154026314927,403.9848057306461,449.2720954759468,3113.817003686491,4,VP,1,250,100
VIRTUAL_EXP_03,1600000000.0166943,0.0176308052629854,407.7232776843909,449.3826995984582,3061.5181478565987,4,VP,1,250,100
VIRTUAL_EXP_03,1600000000.0250418,0.0264462078944781,411.60244385571906,449.5048955043547,3018.9018138578294,4,VP,1,250,100
VIRTUAL_EXP_03,1600000000.033389,0.0352616105259709,415.6311922962398,449.5692437699495,2987.3144250602304,4,VP,1,250,100
VIRTUAL_EXP_03,1600000000.041736,0.0440770131574637,419.7528291342521,449.47968282861035,2968.286963596078,4,VP,1,250,100
VIRTUAL_EXP_03,1600000000.0500834,0.0528924157889564,423.87105233872376,449.1717614124229,2962.733653459161,4,VP,1,250,100
VIRTUAL_EXP_03,1600000000.058431,0.0617078184204491,427.9074108681143,448.6462112560631,2969.638550951351,4,VP,1,250,100
VIRTUAL_EXP_03,1600000000.066778,0.0705232210519419,431.83876559015823,447.9179521571011,2986.0726962464796,4,VP,1,250,100
VIRTUAL_EXP_03,1600000000.0751252,0.0793386236834347,435.682341105588,446.9671302724121,3006.5529345217537,4,VP,1,250,100
VIRTUAL_EXP_03,1600000000.0834725,0.0881540263149274,439.45075951664785,445.78083097391834,3023.451114808709,4,VP,1,250,100
VIRTUAL_EXP_03,1600000000.0918198,0.0969694289464201,443.1503605313341,444.4132320914244,3030.7268730320375,4,VP,1,250,100
VIRTUAL_EXP_03,1600000000.100167,0.1057848315779129,446.8174033119362,442.96239142182765,3027.0319887758205,4,VP,1,250,100
VIRTUAL_EXP_03,1600000000.1085143,0.1146002342094057,450.5064825786486,441.49344659918046,3015.8254878562902,4,VP,1,250,100
VIRTUAL_EXP_03,1600000000.116861,0.1234156368408984,454.2539425137387,440.0259263802623,3003.3691789510062,4,VP,1,250,100
VIRTUAL_EXP_03,1600000000.1252086,0.1322310394723911,458.0748034240942,438.5816551391287,2994.2027441925025,4,VP,1,250,100
VIRTUAL_EXP_03,1600000000.133556,0.1410464421038839,461.949440383168,437.1625827523803,2989.0053148805523,4,VP,1,250,100
